NQUEST,DEPBANC,NDEPBANC,IDEPBANC,DEPBANR,NDEPBANR,IDEPBANR,DEPPOSR,NDEPPOSR,IDEPPOSR,DEPPOSC,NDEPPOSC,IDEPPOSC,UNABAN,BANCHE,INTERMED,NINTERME,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,NASSBAN2,ASSBANE1,ASSBANE2,ASSBANE3,ASSBANE4,ASSBANE5,ASSBANE6,ASSBANE0,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BONIFIE4,BONIFIE5,BONIFIE6,BONIFIE0,BANCOMAT,NBANCOMA,NPREL1,NPREL1AN,BANCOME1,BANCOME2,BANCOME3,BANCOME4,BANCOME5,BANCOME6,BANCOME0,PRELMED1,PAGAM4U,PAGAM4,PAGAM4AN,POSE1,POSE2,POSE3,POSE4,POSE5,POSE6,POSE0,CARTA,CARTE,CARTARAT,PCARTE,NPAGCART,NPAGCAAN,CARTEE1,CARTEE2,CARTEE3,CARTEE4,CARTEE5,CARTEE6,CARTEE0,MINCON,NPREL2,NPREL2AN,PRELE1,PRELE2,PRELE3,PRELE4,PRELE5,PRELE6,PRELE0,PRELMED2,VERSAM,NVERS,VERSE1,VERSE2,VERSE3,VERSE4,VERSE5,VERSE6,VERSE0,VERSMED,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,SCORTA,SCORE1,SCORE2,SCORE3,SCORE4,SCORE5,SCORE6,SCORE0,SPESECON,SPESECE1,SPESECE2,SPESECE3,SPESECE4,SPESECE5,SPESECE6,SPESECE0,INTERNET,ACQINTER,TAXCC
31610,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,2,,1,2,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,4,,,,,,,,,200,1,0,5,,,,,,,,2,,,,,,,,,,,,,50,0,0,,,,,,,,,1,2,,,,,,,,5000,,70,30,,,2,1,1,2,2,200,,,,,,,,1600,,,,,,,,2,,2.75
31618,1,1,2,1,1,1,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,,1,5000,1,0,6,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,200,2,,,,,,,,,,1,1,2,,15,,,,,,,,1,0,0,0,,,,,,,1,,1,12,,,,,,,1,1000,45,50,5,,,1,1,1,2,2,300,,,,,,,1,300,,,,,,,1,2,,1
31625,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,1,0,0,0,0,0,0,0,0,0,,2,,1,2,,,,,,,,1,1,2,1,1,,,,,,,,,,1,5,,,,,,,1,1,2,7,,,,,,,,1,300,1,7,,,,,,,,1,1,1,2,,4,,,,,,,,1,20,0,0,,,,,,,1,,1,2,,,,,,,1,1500,,100,,,,2,1,2,2,2,100,,,,,,,1,250,,,,,,,1,2,,0.75
31636,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,1,5000,2,,,,,,,,,,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,2,1,,,,,,,,1,1000,1,10,,,,,,,,1,2,,,,,,,,,,,,,200,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,500,,,,,,,1,2,,3
31637,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,5,,,,,,,,1,2,2,2,,,,,,,,,,1,1,,,,,,,,1,1,1,,,,,,,,,500,1,2,,,,,,,,,2,,,,,,,,,,,,,100,0,1,,,,,,,,50,1,1,,,,,,,,30000,,100,,,,2,1,2,2,2,500,,,,,,,,500,,,,,,,,2,,0.4
31638,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,3,,1,2,,,,,,,,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,0,2,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,2,,,,,,,,1,1000,1,1,,,,,,,1,200,,,100,,,2,2,1,2,2,1600,,,,,,,1,1600,,,,,,,1,2,,1.2
31641,1,1,2,2,,,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,1,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,5,,,,,,,,1,100,1,2,,,,,,,,1,2,,,,,,,,,,,,,0,1,,,,,,,,1,500,1,12,,,,,,,1,1000,100,,,,,1,2,2,2,2,1000,,,,,,,1,1000,,,,,,,1,2,,0
31649,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,5000,1,2,,2,,,,,,0,2,2,2,2,0,1,0,1,0,0,0,0,0,2,,,,,,,,,1,1,4,,3,4,,,,,0,500,1,1,,3,4,,,,,0,2,,,,,,,,,,,,,50,0,0,3,4,,,,,0,,2,,,,,,,,,,,98,2,,,2,1,1,2,2,500,,,,,,,1,2500,,,,,,,1,2,,1.5
31652,1,2,3,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,0,0,0,0,0,,1,10000,1,0,4,3,,,,,,0,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,1,200,1,1,,,,,,,,1,1,2,2,1,0,0,,,,,,,1,200,1,,3,,,,,,0,500,2,,,,,,,,,,,70,,30,,2,1,2,1,2,500,,,,,,,1,2500,,,,,,,1,2,,2
31655,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,1,0,0,0,0,0,3,1,5000,1,0,5,,,,,,,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,1,1,2,6,,,,,,,,1,500,1,4,,,,,,,,1,1,1,2,,2,,,,,,,,1,0,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3000,,,,,,,1,2,,
31658,1,4,4,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,1,0,0,0,0,0,,1,10000,1,40,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,200,1,1,,,,,,,,1,2,,,,,,,,,,,,,1000,1,,,,,,,,1,4500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,4800,,,,,,,1,2,,1.5
31663,1,2,2,2,,,2,,,2,,,2,2,2,,4,0,1,0,0,0,0,0,0,0,0,0,2,1,10000,1,1,,,,,,,,1,1,1,1,2,,,,,,,,,,2,,,,,,,,,1,3,1,,3,4,5,,,,0,200,1,1,,3,4,5,,,,0,1,2,2,2,0,5,,,,,,,1,300,0,6,,,,,,,1,3000,1,10,,,,,,,1,1500,,100,,,,2,1,2,2,2,300,3,4,5,,,,0,4000,,,,,,,1,2,,
31665,1,2,3,2,,,1,1,1,2,,,2,2,2,,4,0,0,0,0,0,1,0,0,0,0,0,,3,,1,0,3,3,,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,3,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2000,2,,,,,,,,1,1500,2,,,,,,,,,,,20,80,,,2,1,1,2,2,2000,3,,,,,,0,1500,,,,,,,1,2,,1.5
31666,1,2,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,500,1,0,4,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,5,,,,,,,,1,100,1,3,,,,,,,,1,1,1,2,,3,,,,,,,,1,20,2,,,,,,,,1,300,1,2,,,,,,,1,300,30,70,,,,1,1,2,2,2,300,,,,,,,1,1500,,,,,,,1,2,,1
31671,1,3,3,2,,,2,,,2,,,2,2,2,,2,0,1,0,0,0,0,1,0,0,0,0,,3,,1,1,,,,,,,,1,1,2,2,2,,,,,,,,,,1,5,,,,,,,1,1,4,5,,,,,,,,1,500,1,0,4,,,,,,,1,2,,,,,,,,,,,,,300,2,,,,,,,,1,1000,1,3,,,,,,,1,3000,3,97,,,,1,1,2,2,2,500,,,,,,,1,4500,,,,,,,1,1,2,1.5
31676,1,3,3,1,1,1,2,,,2,,,2,2,2,,4,0,0,0,0,1,0,1,0,0,0,0,,1,6000,1,1,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,3,6,,,,,,,,1,400,1,3,,,,,,,,1,1,1,2,,1,,,,,,,,1,100,0,0,,,,,,,1,,1,3,,,,,,,1,300,,100,,,,2,1,2,2,2,100,,,,,,,1,2500,,,,,,,1,2,,0.75
31677,1,3,3,1,1,2,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,3000,1,6,,,,,,,,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,1,3,7,,,,,,,,1,200,1,9,,,,,,,,1,1,2,1,2,3,,,,,,,,1,20,1,,,,,,,,1,300,2,,,,,,,,,,,80,20,,,2,1,1,2,2,200,,,,,,,1,900,,,,,,,1,1,2,0
31680,1,1,3,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,3,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,6,,,,,,,,1,1000,1,4,,,,,,,,1,2,,,,,,,,,,,,,20,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,500,,,,,,,1,2,,1
31682,1,2,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,3,,1,0,6,,,,,,,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,1,1,2,5,,,,,,,,1,500,1,0,7,,,,,,,1,2,,,,,,,,,,,,,50,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,2500,,,,,,,1,2,,0.12
31685,1,2,2,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,1,,1,444,1,2,,,,,,,,1,2,2,2,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,4,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,2000,,,,,,,1,1,2,0
31690,1,1,1,2,,,1,1,1,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,2,3,,1,0,2,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,50,1,,,,,,,,,150,2,,,,,,,,,,,100,,,,2,1,2,2,2,150,,,,,,,,150,,,,,,,,2,,
31693,1,1,1,2,,,1,1,1,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,3,,1,1,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,1,,,,,,,,,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,,500,,,,,,,,2,,2.5
31695,1,1,2,1,2,2,2,,,2,,,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,,2,,1,0,4,,,,,,,1,1,2,1,1,,,,,,,,,,2,,,,,,,,,1,1,4,,,,,,,,1,500,1,0,5,,,,,,,1,2,,,,,,,,,,,,,50,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,2700,,,,,,,1,2,,2
31701,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,1,1,20000,1,2,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,2,,3,4,,,,,0,500,1,2,,3,4,,,,,0,1,1,2,,1,,3,4,,,,,0,200,0,0,,,,,,,1,,2,,,,,,,,,,,40,60,,,2,1,1,2,2,200,,,,,,,1,2500,,,,,,,1,2,,
31704,1,1,2,1,1,1,2,,,2,,,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,5000,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,3,4,,,,,0,200,1,1,,3,4,,,,,0,2,,,,,,,,,,,,,10,1,,3,4,,,,,0,300,1,12,3,4,,,,,0,2000,,,100,,,2,2,1,2,2,1000,3,4,,,,,0,1700,,,,,,,1,2,,
31707,2,,,1,1,2,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,,,,,,,1,,2,,,,,,,,,,100,,,,,1,2,2,2,2,200,,,,,,,1,1500,,,,,,,1,2,,
31708,1,2,2,2,,,2,,,2,,,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,3,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,0,2,,,,,,,1,300,2,,,,,,,,,,2,,,,,,,,,,,,,100,2,,,,,,,,1,900,2,,,,,,,,,,,100,,,,2,1,2,2,2,800,,,,,,,1,1500,,,,,,,1,2,,1.25
31710,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,50,0,3,,,,,,,1,1000,1,2,,,,,,,1,2000,100,,,,,1,2,2,2,2,1000,,,,,,,1,1100,,,,,,,1,2,,2
31715,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,0,1,,,,,,,1,1000,2,,,,,,,,,,,65,35,,,2,1,1,2,2,400,,,,,,,1,2500,,,,,,,1,2,,2.5
31716,1,2,3,2,,,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,10,,,,,,,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,2,2,,,,,,,,1,500,1,1,,,,,,,,1,1,1,2,,1,,,,,,,,1,200,0,2,,,,,,,1,1000,1,10,,,,,,,1,1000,,20,80,,,2,1,1,2,2,200,,,,,,,1,2500,,,,,,,1,2,,1.5
31723,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,3,,1,2,,,,,,,,,1,1,2,2,,,,,,,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,50,2,,,,,,,,,300,2,,,,,,,,,,,,100,,,2,2,1,2,2,250,,,,,,,,300,,,,,,,,2,,2.5
31724,1,1,2,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,500,1,1,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,5,,,,,,,,1,300,1,8,,,,,,,,1,1,1,2,,1,,,,,,,,1,20,0,0,,,,,,,1,,2,,,,,,,,,,,80,20,,,2,1,1,2,2,200,,,,,,,1,1000,,,,,,,1,1,2,1.5
31725,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,3,,1,3,,,,,,,,1,2,2,1,2,0,0,0,0,0,0,0,1,0,1,4,,,,,,,1,1,2,5,,,,,,,,1,500,1,1,,,,,,,,1,2,,,,,,,,,,,,,100,0,2,,,,,,,1,2000,2,,,,,,,,,,,100,,,,2,1,2,2,2,600,,,,,,,1,3000,,,,,,,1,2,,0.5
31726,1,1,2,1,1,2,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,3000,1,1,,,,,,,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,2,,,,,,,1,1,1,3,,,,,,,,1,200,2,,,,,,,,,,2,,,,,,,,,,,,,100,1,,,,,,,,1,1300,2,,,,,,,,,,4,96,,,,1,1,2,2,2,500,,,,,,,1,1400,,,,,,,1,2,,1.5
31735,1,1,2,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,2,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,1,,,,,,,,1,2000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,2
31737,1,1,2,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,300,1,0,6,,,,,,,1,1,1,2,,0,1,,,,,,,1,200,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,1
31741,1,1,1,1,1,1,2,,,2,,,2,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,6,2,,1,1,,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,1,500,1,3,,,,,,,,1,1,1,2,,2,,,,,,,,1,100,0,6,,,,,,,1,1000,1,10,,,,,,,1,300,,100,,,,2,1,2,2,2,200,,,,,,,1,1500,,,,,,,1,2,,
31744,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,50,,,,,,,1,300,,,,,,,1,2,,
31745,1,1,2,1,1,1,1,1,1,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,2,2,,1,0,4,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,2,,,,,,,,1,400,1,2,,,,,,,,1,1,1,2,,0,2,,,,,,,1,100,0,0,,,,,,,1,,1,12,,,,,,,1,700,100,,,,,1,2,2,2,2,400,,,,,,,1,1200,,,,,,,1,2,,
31751,1,1,2,1,2,2,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,4000,1,8,,,,,,,,1,1,2,1,1,,,,,,,,,,2,,,,,,,,,1,1,0,0,,,,,,,1,,2,,,,,,,,,,1,1,2,,2,,,,,,,,1,50,0,4,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,100,,,,,,,1,2000,,,,,,,1,1,2,1
31757,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,1,0,0,0,0,0,0,0,,1,500,1,1,,,,,,,,,1,1,2,2,,,,,,,,,,1,3,,,,,,,,1,1,1,,,,,,,,,300,1,1,,,,,,,,,2,,,,,,,,,,,,,20,0,5,,,,,,,,300,2,,,,,,,,,,100,,,,,1,2,2,2,2,100,,,,,,,,700,,,,,,,,2,,3.5
31762,1,1,2,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,3,,1,1,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,900,,,,,,,1,2,,3
31785,1,2,3,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,20000,1,3,,3,,,,,,0,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,4,,3,,,,,,0,500,1,0,4,3,,,,,,0,1,1,2,,0,0,,,,,,,1,50,4,,,,,,,,1,400,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,3000,,,,,,,1,2,,3.25
31791,1,2,1,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,,1,20000,1,0,10,,,,,,,,1,2,1,2,,,,,,,,,,1,6,,,,,,,,1,1,4,,,,,,,,,500,1,2,,,,,,,,,1,2,2,1,5,,,,,,,,,50,0,2,,,,,,,,1000,2,,,,,,,,,,,10,90,,,2,1,1,2,2,500,,,,,,,,2000,,,,,,,,1,1,3.75
31797,2,,,1,3,3,2,,,2,,,2,2,2,,5,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,,,,,,,,1,1500,2,,,,,,,,,,,,100,,,2,2,1,2,2,500,,,,,,,1,2000,,,,,,,1,2,,
31798,1,3,3,2,,,2,,,2,,,2,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,1,2,,1,0,4,,,,,,,1,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,2,,,,,,,,1,300,1,1,,,,,,,,1,1,2,2,2,1,,,,,,,,1,200,1,,,,,,,,1,1000,1,5,,,,,,,1,500,,70,30,,,2,1,1,2,2,500,,,,,,,1,2000,,,,,,,1,2,,
31799,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,,2,,1,2,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,1.375
31815,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1800,,,,,,,1,800,,,,,,,1,2,,
31816,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,900,,,,,,,1,700,,,,,,,1,2,,
31859,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,3,,1,1,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,1,,,,,,,,1,2000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,2300,,,,,,,1,2,,1.5
31860,1,1,2,2,,,2,,,2,,,1,1,2,,3,0,0,0,0,0,0,1,0,0,0,0,,2,,1,0,5,,,,,,,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,4,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,300,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,3000,,,,,,,1,2,,2
31868,1,1,2,2,,,2,,,2,,,1,1,2,,2,0,0,0,0,0,0,1,0,0,0,0,2,1,3000,1,1,,,,,,,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,,,,,,,,,1,1,1,,,,,,,,1,2000,2,,,,,,,,,,2,,,,,,,,,,,,,0,1,,,,,,,,1,500,1,3,,,,,,,1,500,20,80,,,,1,1,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,
31869,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,4,,,,,,,,1,300,1,96,,,,,,,1,300,,,100,,,2,2,1,2,2,200,,,,,,,1,1000,,,,,,,1,2,,6
31891,1,3,3,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,10000,1,20,,,,,,,,1,1,2,1,1,,,,,,,,,,1,5,,,,,,,1,1,3,6,,,,,,,,1,500,1,2,,,,,,,,1,1,2,2,2,5,,,,,,,,1,100,0,5,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,3000,,,,,,,1,1,2,2.5
31912,1,1,3,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,0,6,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,2,,,,,,,,1,500,2,,,,,,,,,,,40,60,,,2,1,1,2,2,400,,,,,,,1,1800,,,,,,,1,2,,
31913,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,2,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,2,,,,,,,,,200,2,,,,,,,,,,,100,,,,2,1,2,2,2,250,,,,,,,,400,,,,,,,,2,,
31914,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,1,,1,5000,1,0,5,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,2,,,,,,,,1,700,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,2.5
31918,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,0,0,0,1,2,3,,1,3,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,200,2,,,,,,,,1,400,2,,,,,,,,,,,65,,35,,2,1,2,1,2,400,,,,,,,1,800,,,,,,,1,2,,
32001,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,1,0,0,0,0,0,,2,,2,,,,,,,,,,1,2,2,2,,,,,,,,,,1,6,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,150,2,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,250,,,,,,,1,1200,,,,,,,1,2,,1.5
32012,1,3,2,2,,,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,50000,1,3,,2,,,,,,0,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,2,10,,,,,,,,1,200,1,3,,,,,,,,1,1,1,2,,0,4,2,,,,,,0,50,1,,2,,,,,,0,500,2,,,,,,,,,,,25,5,,70,2,1,1,2,1,50,,,,,,,1,3000,,,,,,,1,2,,1.75
